Archive_Date,Specialty_HIPE,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
3/31/2021,2300,Nephrology,Adult,16-64, 6-9 Months,7
3/31/2021,2300,Nephrology,Adult,16-64,12-15 Months,2
3/31/2021,2300,Nephrology,Adult,16-64,15-18 Months,2
3/31/2021,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,43
3/31/2021,2500,Rheumatology,Adult,16-64, 3-6 Months,261
3/31/2021,2500,Rheumatology,Adult,16-64, 6-9 Months,181
3/31/2021,2500,Rheumatology,Adult,16-64,12-15 Months,201
3/31/2021,2500,Rheumatology,Adult,16-64,15-18 Months,186
3/31/2021,100,Cardiology,Adult,16-64, 9-12 Months,35
3/31/2021,100,Cardiology,Adult,65+, 0-3 Months,39
3/31/2021,100,Cardiology,Adult,65+,18 Months +,2
3/31/2021,300,Dermatology,Adult,0-15, 0-3 Months,1
3/31/2021,300,Dermatology,Adult,16-64, 3-6 Months,222
3/31/2021,300,Dermatology,Adult,16-64, 6-9 Months,160
3/31/2021,300,Dermatology,Adult,16-64,12-15 Months,147
3/31/2021,300,Dermatology,Adult,16-64,15-18 Months,180
3/31/2021,300,Dermatology,Adult,65+, 9-12 Months,26
3/31/2021,400,Endocrinology,Adult,16-64, 0-3 Months,179
3/31/2021,400,Endocrinology,Adult,16-64, 6-9 Months,29
3/31/2021,700,Gastro-Enterology,Adult,16-64, 3-6 Months,87
3/31/2021,700,Gastro-Enterology,Adult,16-64,12-15 Months,4
3/31/2021,700,Gastro-Enterology,Adult,65+, 9-12 Months,3
3/31/2021,900,Geriatric Medicine,Adult,16-64, 0-3 Months,15
3/31/2021,900,Geriatric Medicine,Adult,16-64, 3-6 Months,18
3/31/2021,900,Geriatric Medicine,Adult,16-64, 6-9 Months,14
3/31/2021,900,Geriatric Medicine,Adult,16-64,12-15 Months,7
3/31/2021,900,Geriatric Medicine,Adult,16-64,15-18 Months,1
3/31/2021,900,Geriatric Medicine,Adult,65+, 9-12 Months,12
3/31/2021,1100,Haematology,Adult,16-64, 9-12 Months,19
3/31/2021,1503,Gynaecology,Adult,65+, 3-6 Months,13
3/31/2021,1503,Gynaecology,Adult,65+, 6-9 Months,9
3/31/2021,1503,Gynaecology,Adult,65+,12-15 Months,3
3/31/2021,1700,Ophthalmology,Adult,65+, 0-3 Months,31
3/31/2021,1700,Ophthalmology,Adult,65+, 3-6 Months,14
3/31/2021,1700,Ophthalmology,Adult,65+, 6-9 Months,5
3/31/2021,1700,Ophthalmology,Adult,65+,12-15 Months,2
3/31/2021,1800,Orthopaedics,Adult,65+, 0-3 Months,122
3/31/2021,1800,Orthopaedics,Adult,65+, 6-9 Months,54
3/31/2021,1800,Orthopaedics,Adult,65+,15-18 Months,3
3/31/2021,1800,Orthopaedics,Adult,65+,18 Months +,10
3/31/2021,2000,Plastic Surgery,Adult,16-64, 3-6 Months,10
3/31/2021,2000,Plastic Surgery,Adult,16-64,12-15 Months,76
3/31/2021,2300,Nephrology,Adult,16-64, 9-12 Months,1
3/31/2021,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,91
3/31/2021,2400,Respiratory Medicine,Adult,16-64,18 Months +,7
3/31/2021,2400,Respiratory Medicine,Adult,65+, 3-6 Months,33
3/31/2021,2400,Respiratory Medicine,Adult,65+,12-15 Months,37
3/31/2021,2500,Rheumatology,Adult,16-64, 9-12 Months,40
3/31/2021,2500,Rheumatology,Adult,65+,18 Months +,39
3/31/2021,2600,General Surgery,Adult,65+, 6-9 Months,18
3/31/2021,2600,General Surgery,Adult,65+,15-18 Months,4
3/31/2021,7800,Urology,Adult,16-64, 9-12 Months,157
3/31/2021,0,Small Volume Specialities,Adult,0-15, 0-3 Months,1
3/31/2021,0,Small Volume Specialities,Adult,0-15,18 Months +,1
3/31/2021,400,Endocrinology,Adult,65+, 9-12 Months,2
3/31/2021,1503,Gynaecology,Adult,16-64, 0-3 Months,81
3/31/2021,1700,Ophthalmology,Adult,16-64, 0-3 Months,20
3/31/2021,1700,Ophthalmology,Adult,16-64, 3-6 Months,6
3/31/2021,1700,Ophthalmology,Adult,16-64,12-15 Months,1
3/31/2021,1700,Ophthalmology,Adult,65+, 6-9 Months,30
3/31/2021,1700,Ophthalmology,Adult,65+,15-18 Months,10
3/31/2021,2500,Rheumatology,Child,0-15, 6-9 Months,1
3/31/2021,2600,General Surgery,Adult,65+,18 Months +,11
3/31/2021,2604,Vascular Surgery,Adult,65+, 9-12 Months,12
3/31/2021,2605,Breast Surgery,Adult,65+, 0-3 Months,83
3/31/2021,5000,General Medicine,Adult,16-64,18 Months +,4
3/31/2021,5000,General Medicine,Adult,65+, 0-3 Months,4
3/31/2021,5000,General Medicine,Adult,65+, 3-6 Months,3
3/31/2021,7600,Cardio-Thoracic Surgery,Adult,65+, 0-3 Months,13
3/31/2021,7600,Cardio-Thoracic Surgery,Child,0-15, 0-3 Months,2
3/31/2021,7600,Cardio-Thoracic Surgery,Child,0-15, 3-6 Months,1
3/31/2021,7800,Urology,Adult,16-64, 3-6 Months,181
3/31/2021,7800,Urology,Adult,16-64, 6-9 Months,148
3/31/2021,7800,Urology,Adult,16-64,12-15 Months,89
3/31/2021,7800,Urology,Adult,16-64,15-18 Months,97
3/31/2021,7800,Urology,Child,0-15, 3-6 Months,118
3/31/2021,7800,Urology,Child,0-15, 6-9 Months,92
3/31/2021,7800,Urology,Child,0-15,12-15 Months,39
3/31/2021,7800,Urology,Child,0-15,15-18 Months,47
3/31/2021,1503,Gynaecology,Adult,16-64, 3-6 Months,401
3/31/2021,1503,Gynaecology,Adult,16-64, 6-9 Months,151
3/31/2021,1503,Gynaecology,Adult,16-64,12-15 Months,61
3/31/2021,1503,Gynaecology,Adult,16-64,18 Months +,14
3/31/2021,1503,Gynaecology,Adult,65+,15-18 Months,4
3/31/2021,1503,Gynaecology,Child,0-15, 3-6 Months,13
3/31/2021,1503,Gynaecology,Child,0-15, 6-9 Months,1
3/31/2021,1503,Gynaecology,Child,0-15,12-15 Months,1
3/31/2021,100,Cardiology,Adult,16-64, 0-3 Months,99
3/31/2021,100,Cardiology,Adult,16-64, 3-6 Months,122
3/31/2021,100,Cardiology,Adult,16-64,12-15 Months,94
3/31/2021,100,Cardiology,Adult,65+,15-18 Months,56
3/31/2021,100,Cardiology,Child,0-15, 3-6 Months,2
3/31/2021,300,Dermatology,Adult,16-64, 9-12 Months,22
3/31/2021,300,Dermatology,Adult,65+, 0-3 Months,40
3/31/2021,300,Dermatology,Adult,65+,18 Months +,31
3/31/2021,400,Endocrinology,Adult,16-64, 9-12 Months,4
3/31/2021,402,Diabetes Mellitus,Adult,16-64, 0-3 Months,21
3/31/2021,402,Diabetes Mellitus,Adult,16-64, 6-9 Months,23
3/31/2021,402,Diabetes Mellitus,Adult,16-64,15-18 Months,15
3/31/2021,402,Diabetes Mellitus,Adult,65+,12-15 Months,9
3/31/2021,402,Diabetes Mellitus,Child,0-15, 0-3 Months,1
3/31/2021,402,Diabetes Mellitus,Child,0-15, 6-9 Months,1
3/31/2021,600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,69
3/31/2021,600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,73
3/31/2021,600,Otolaryngology (ENT),Adult,16-64,12-15 Months,68
3/31/2021,600,Otolaryngology (ENT),Adult,16-64,15-18 Months,67
3/31/2021,600,Otolaryngology (ENT),Adult,65+, 9-12 Months,22
3/31/2021,700,Gastro-Enterology,Adult,65+, 0-3 Months,9
3/31/2021,700,Gastro-Enterology,Adult,65+,15-18 Months,3
3/31/2021,700,Gastro-Enterology,Adult,65+,18 Months +,5
3/31/2021,900,Geriatric Medicine,Adult,65+,18 Months +,3
3/31/2021,1300,Neurology,Adult,16-64,18 Months +,4
3/31/2021,1800,Orthopaedics,Adult,0-15, 9-12 Months,2
3/31/2021,1800,Orthopaedics,Adult,0-15,18 Months +,1
3/31/2021,1800,Orthopaedics,Adult,16-64, 3-6 Months,198
3/31/2021,1800,Orthopaedics,Adult,16-64,12-15 Months,146
3/31/2021,1800,Orthopaedics,Adult,16-64,18 Months +,64
3/31/2021,1800,Orthopaedics,Adult,65+, 0-3 Months,70
3/31/2021,1800,Orthopaedics,Adult,65+, 6-9 Months,69
3/31/2021,1800,Orthopaedics,Adult,65+,15-18 Months,39
3/31/2021,2600,General Surgery,Adult,16-64, 3-6 Months,144
3/31/2021,2600,General Surgery,Adult,16-64, 6-9 Months,96
3/31/2021,2600,General Surgery,Adult,65+, 9-12 Months,4
3/31/2021,7800,Urology,Adult,16-64,18 Months +,1
3/31/2021,7800,Urology,Adult,65+, 0-3 Months,16
3/31/2021,7800,Urology,Adult,65+, 3-6 Months,1
3/31/2021,0,Small Volume Specialities,Adult,16-64, 9-12 Months,1
3/31/2021,100,Cardiology,Adult,16-64,15-18 Months,31
3/31/2021,100,Cardiology,Adult,65+, 9-12 Months,8
3/31/2021,300,Dermatology,Adult,16-64,18 Months +,35
3/31/2021,300,Dermatology,Adult,65+, 3-6 Months,28
3/31/2021,300,Dermatology,Adult,65+, 6-9 Months,29
3/31/2021,300,Dermatology,Adult,65+,12-15 Months,28
3/31/2021,300,Dermatology,Adult,65+,15-18 Months,14
3/31/2021,300,Dermatology,Child,0-15, 0-3 Months,1
3/31/2021,600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,42
3/31/2021,600,Otolaryngology (ENT),Adult,65+,18 Months +,7
3/31/2021,601,Paediatric ENT,Adult,16-64, 0-3 Months,1
3/31/2021,601,Paediatric ENT,Adult,16-64, 3-6 Months,6
3/31/2021,601,Paediatric ENT,Adult,16-64, 6-9 Months,2
3/31/2021,601,Paediatric ENT,Adult,16-64,12-15 Months,3
3/31/2021,601,Paediatric ENT,Adult,16-64,15-18 Months,3
3/31/2021,601,Paediatric ENT,Child,0-15, 3-6 Months,48
3/31/2021,601,Paediatric ENT,Child,0-15,15-18 Months,57
3/31/2021,1300,Neurology,Adult,16-64, 3-6 Months,3
3/31/2021,1300,Neurology,Adult,16-64, 6-9 Months,5
3/31/2021,1300,Neurology,Adult,16-64,12-15 Months,1
3/31/2021,1503,Gynaecology,Adult,65+, 9-12 Months,8
3/31/2021,1503,Gynaecology,Adult,65+,18 Months +,9
3/31/2021,1800,Orthopaedics,Adult,16-64, 6-9 Months,108
3/31/2021,1800,Orthopaedics,Adult,16-64,15-18 Months,97
3/31/2021,1800,Orthopaedics,Child,0-15, 9-12 Months,1
3/31/2021,1900,Paediatrics,Adult,16-64, 0-3 Months,2
3/31/2021,1900,Paediatrics,Child,0-15, 0-3 Months,101
3/31/2021,2300,Nephrology,Adult,16-64, 3-6 Months,6
3/31/2021,2300,Nephrology,Adult,16-64,12-15 Months,1
3/31/2021,2300,Nephrology,Adult,65+, 9-12 Months,3
3/31/2021,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,31
3/31/2021,2400,Respiratory Medicine,Adult,65+,18 Months +,79
3/31/2021,2600,General Surgery,Adult,16-64, 9-12 Months,15
3/31/2021,5000,General Medicine,Adult,16-64, 0-3 Months,137
3/31/2021,5000,General Medicine,Adult,65+, 6-9 Months,78
3/31/2021,5000,General Medicine,Adult,65+,15-18 Months,10
3/31/2021,7800,Urology,Adult,16-64, 0-3 Months,31
3/31/2021,7800,Urology,Adult,16-64, 3-6 Months,12
3/31/2021,7800,Urology,Adult,16-64, 6-9 Months,1
3/31/2021,100,Cardiology,Adult,16-64, 0-3 Months,233
3/31/2021,100,Cardiology,Adult,16-64, 6-9 Months,109
2/28/2021,2300,Nephrology,Adult,65+, 3-6 Months,16
2/28/2021,2300,Nephrology,Adult,65+, 6-9 Months,9
2/28/2021,2300,Nephrology,Adult,65+,12-15 Months,1
2/28/2021,2400,Respiratory Medicine,Adult,16-64,15-18 Months,108
2/28/2021,2400,Respiratory Medicine,Adult,65+, 0-3 Months,46
2/28/2021,2400,Respiratory Medicine,Adult,65+, 9-12 Months,27
2/28/2021,2400,Respiratory Medicine,Adult,65+,18 Months +,57
2/28/2021,2400,Respiratory Medicine,Child,0-15, 6-9 Months,1
2/28/2021,2600,General Surgery,Adult,16-64, 0-3 Months,391
2/28/2021,2600,General Surgery,Adult,16-64, 3-6 Months,170
2/28/2021,2600,General Surgery,Adult,16-64, 6-9 Months,91
2/28/2021,2600,General Surgery,Adult,16-64, 9-12 Months,64
2/28/2021,2600,General Surgery,Adult,16-64,12-15 Months,104
2/28/2021,2600,General Surgery,Child,0-15,15-18 Months,1
2/28/2021,5000,General Medicine,Adult,65+, 0-3 Months,40
2/28/2021,5000,General Medicine,Adult,65+, 9-12 Months,9
2/28/2021,5000,General Medicine,Adult,65+,15-18 Months,19
2/28/2021,5000,General Medicine,Adult,65+,18 Months +,38
2/28/2021,5000,General Medicine,Child,0-15, 3-6 Months,1
2/28/2021,5000,General Medicine,Child,0-15, 6-9 Months,1
2/28/2021,7800,Urology,Adult,16-64, 3-6 Months,159
2/28/2021,7800,Urology,Adult,16-64,12-15 Months,123
2/28/2021,7800,Urology,Adult,65+,15-18 Months,51
2/28/2021,7800,Urology,Child,0-15, 3-6 Months,15
2/28/2021,7800,Urology,Child,0-15,18 Months +,24
2/28/2021,8000,Anaesthetics,Adult,65+,15-18 Months,7
2/28/2021,8000,Anaesthetics,Child,0-15, 9-12 Months,1
2/28/2021,8000,Anaesthetics,Child,0-15,18 Months +,1
2/28/2021,100,Cardiology,Adult,16-64, 0-3 Months,4
2/28/2021,300,Dermatology,Adult,16-64, 0-3 Months,181
2/28/2021,300,Dermatology,Adult,16-64, 3-6 Months,186
2/28/2021,300,Dermatology,Adult,16-64, 9-12 Months,118
2/28/2021,300,Dermatology,Adult,16-64,12-15 Months,96
2/28/2021,300,Dermatology,Adult,65+, 6-9 Months,81
2/28/2021,300,Dermatology,Child,0-15,15-18 Months,14
2/28/2021,400,Endocrinology,Adult,65+,15-18 Months,15
2/28/2021,400,Endocrinology,Child,0-15, 6-9 Months,1
2/28/2021,400,Endocrinology,Child,0-15,12-15 Months,1
2/28/2021,402,Diabetes Mellitus,Adult,65+,18 Months +,1
2/28/2021,600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,194
2/28/2021,600,Otolaryngology (ENT),Adult,16-64,12-15 Months,229
2/28/2021,600,Otolaryngology (ENT),Adult,65+,15-18 Months,55
2/28/2021,600,Otolaryngology (ENT),Child,0-15,18 Months +,227
2/28/2021,1100,Haematology,Adult,16-64,18 Months +,9
2/28/2021,1100,Haematology,Adult,65+, 0-3 Months,20
2/28/2021,1100,Haematology,Adult,65+, 3-6 Months,3
2/28/2021,1100,Haematology,Adult,65+,12-15 Months,6
2/28/2021,1300,Neurology,Adult,16-64,18 Months +,336
2/28/2021,1300,Neurology,Adult,65+, 0-3 Months,16
3/31/2021,1300,Neurology,Adult,65+, 3-6 Months,6
3/31/2021,1300,Neurology,Adult,65+, 6-9 Months,9
3/31/2021,1300,Neurology,Adult,65+,12-15 Months,7
3/31/2021,1503,Gynaecology,Adult,16-64, 3-6 Months,180
3/31/2021,1503,Gynaecology,Adult,16-64, 6-9 Months,131
3/31/2021,1503,Gynaecology,Adult,16-64,12-15 Months,89
3/31/2021,1503,Gynaecology,Adult,16-64,15-18 Months,73
3/31/2021,1503,Gynaecology,Adult,65+, 9-12 Months,3
3/31/2021,1800,Orthopaedics,Adult,16-64, 0-3 Months,234
3/31/2021,1800,Orthopaedics,Adult,16-64, 3-6 Months,254
3/31/2021,1800,Orthopaedics,Adult,16-64,15-18 Months,182
3/31/2021,1800,Orthopaedics,Adult,65+, 6-9 Months,107
3/31/2021,1800,Orthopaedics,Child,0-15, 0-3 Months,13
3/31/2021,1800,Orthopaedics,Child,0-15, 3-6 Months,16
3/31/2021,1800,Orthopaedics,Child,0-15, 6-9 Months,12
3/31/2021,1800,Orthopaedics,Child,0-15,12-15 Months,9
3/31/2021,1800,Orthopaedics,Child,0-15,15-18 Months,14
3/31/2021,2000,Plastic Surgery,Adult,65+, 0-3 Months,16
3/31/2021,2000,Plastic Surgery,Adult,65+,18 Months +,9
3/31/2021,2500,Rheumatology,Adult,16-64, 6-9 Months,61
3/31/2021,2500,Rheumatology,Adult,16-64,18 Months +,136
3/31/2021,2500,Rheumatology,Adult,65+, 3-6 Months,15
3/31/2021,2500,Rheumatology,Adult,65+,12-15 Months,9
3/31/2021,2500,Rheumatology,Adult,65+,15-18 Months,12
3/31/2021,2600,General Surgery,Adult,65+, 9-12 Months,46
3/31/2021,5000,General Medicine,Adult,65+, 0-3 Months,21
3/31/2021,0,Small Volume Specialities,Adult,16-64, 0-3 Months,7
3/31/2021,0,Small Volume Specialities,Adult,16-64, 3-6 Months,1
3/31/2021,0,Small Volume Specialities,Adult,16-64, 6-9 Months,2
3/31/2021,0,Small Volume Specialities,Adult,16-64,12-15 Months,1
3/31/2021,0,Small Volume Specialities,Adult,65+, 9-12 Months,1
3/31/2021,100,Cardiology,Adult,16-64,18 Months +,108
3/31/2021,100,Cardiology,Adult,65+, 0-3 Months,34
3/31/2021,100,Cardiology,Adult,65+, 3-6 Months,46
3/31/2021,100,Cardiology,Adult,65+, 6-9 Months,43
3/31/2021,100,Cardiology,Adult,65+,12-15 Months,40
3/31/2021,100,Cardiology,Adult,65+,15-18 Months,43
3/31/2021,700,Gastro-Enterology,Adult,16-64, 9-12 Months,24
3/31/2021,700,Gastro-Enterology,Adult,65+, 0-3 Months,15
3/31/2021,700,Gastro-Enterology,Adult,65+,18 Months +,18
3/31/2021,1100,Haematology,Adult,65+, 0-3 Months,18
3/31/2021,1100,Haematology,Adult,65+, 6-9 Months,2
3/31/2021,1302,Paediatric Neurology,Child,0-15, 9-12 Months,9
3/31/2021,1700,Ophthalmology,Child,0-15, 0-3 Months,1
3/31/2021,1700,Ophthalmology,Child,0-15, 3-6 Months,7
3/31/2021,1700,Ophthalmology,Child,0-15, 6-9 Months,6
3/31/2021,1700,Ophthalmology,Child,0-15,12-15 Months,5
3/31/2021,1700,Ophthalmology,Child,0-15,15-18 Months,3
3/31/2021,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,113
3/31/2021,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,106
3/31/2021,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,73
3/31/2021,2400,Respiratory Medicine,Adult,16-64,12-15 Months,77
3/31/2021,2400,Respiratory Medicine,Adult,16-64,15-18 Months,51
3/31/2021,2400,Respiratory Medicine,Child,0-15, 6-9 Months,1
3/31/2021,2600,General Surgery,Adult,16-64, 3-6 Months,60
3/31/2021,2600,General Surgery,Adult,16-64, 6-9 Months,38
3/31/2021,2600,General Surgery,Adult,16-64,12-15 Months,13
3/31/2021,2600,General Surgery,Adult,65+, 9-12 Months,6
3/31/2021,2602,Gastro-Intestinal Surgery,Adult,16-64, 9-12 Months,10
3/31/2021,2602,Gastro-Intestinal Surgery,Adult,65+,18 Months +,8
3/31/2021,2603,Hepato-Biliary Surgery,Adult,16-64, 0-3 Months,24
3/31/2021,2603,Hepato-Biliary Surgery,Adult,16-64, 6-9 Months,4
3/31/2021,2603,Hepato-Biliary Surgery,Adult,16-64,15-18 Months,1
3/31/2021,2604,Vascular Surgery,Adult,16-64, 0-3 Months,89
3/31/2021,2604,Vascular Surgery,Adult,65+, 6-9 Months,18
3/31/2021,2604,Vascular Surgery,Adult,65+,12-15 Months,18
3/31/2021,2604,Vascular Surgery,Adult,65+,15-18 Months,16
3/31/2021,2604,Vascular Surgery,Child,0-15, 0-3 Months,2
3/31/2021,2604,Vascular Surgery,Child,0-15, 3-6 Months,1
3/31/2021,7800,Urology,Adult,16-64,18 Months +,291
3/31/2021,7800,Urology,Adult,65+, 0-3 Months,53
3/31/2021,7800,Urology,Adult,65+, 3-6 Months,48
3/31/2021,7800,Urology,Adult,65+,12-15 Months,29
3/31/2021,7800,Urology,Child,0-15,18 Months +,76
3/31/2021,8003,Pain Relief,Adult,16-64, 0-3 Months,79
3/31/2021,8003,Pain Relief,Adult,16-64, 3-6 Months,53
3/31/2021,8003,Pain Relief,Adult,16-64, 6-9 Months,91
3/31/2021,8003,Pain Relief,Adult,16-64,15-18 Months,44
3/31/2021,8003,Pain Relief,Adult,65+, 9-12 Months,10
3/31/2021,8900,Microbiology,Adult,16-64, 3-6 Months,6
3/31/2021,8900,Microbiology,Adult,16-64,12-15 Months,1
3/31/2021,300,Dermatology,Adult,16-64, 0-3 Months,773
3/31/2021,300,Dermatology,Adult,16-64,15-18 Months,67
3/31/2021,300,Dermatology,Adult,16-64,18 Months +,289
3/31/2021,300,Dermatology,Adult,65+, 3-6 Months,159
3/31/2021,300,Dermatology,Adult,65+, 6-9 Months,68
3/31/2021,300,Dermatology,Adult,65+,12-15 Months,31
3/31/2021,300,Dermatology,Child,0-15, 0-3 Months,65
3/31/2021,300,Dermatology,Child,0-15, 6-9 Months,35
3/31/2021,300,Dermatology,Child,0-15,15-18 Months,8
3/31/2021,400,Endocrinology,Adult,65+, 0-3 Months,27
3/31/2021,400,Endocrinology,Adult,65+, 3-6 Months,27
3/31/2021,400,Endocrinology,Adult,65+, 6-9 Months,22
3/31/2021,400,Endocrinology,Adult,65+,12-15 Months,19
3/31/2021,400,Endocrinology,Adult,65+,15-18 Months,19
3/31/2021,600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,130
3/31/2021,600,Otolaryngology (ENT),Adult,65+,12-15 Months,45
3/31/2021,600,Otolaryngology (ENT),Adult,65+,18 Months +,258
3/31/2021,600,Otolaryngology (ENT),Child,0-15,18 Months +,219
3/31/2021,1600,Oncology,Adult,65+, 0-3 Months,1
2/28/2021,1300,Neurology,Adult,65+, 3-6 Months,13
2/28/2021,1300,Neurology,Adult,65+, 9-12 Months,15
2/28/2021,1300,Neurology,Adult,65+,12-15 Months,23
2/28/2021,1503,Gynaecology,Adult,65+, 0-3 Months,26
2/28/2021,1503,Gynaecology,Adult,65+, 6-9 Months,12
2/28/2021,1503,Gynaecology,Adult,65+, 9-12 Months,14
2/28/2021,1503,Gynaecology,Adult,65+,18 Months +,29
2/28/2021,1503,Gynaecology,Child,0-15, 3-6 Months,2
2/28/2021,1600,Oncology,Adult,16-64, 0-3 Months,9
2/28/2021,1600,Oncology,Adult,16-64,12-15 Months,1
2/28/2021,1700,Ophthalmology,Adult,16-64, 3-6 Months,169
2/28/2021,1700,Ophthalmology,Adult,16-64, 6-9 Months,94
2/28/2021,1700,Ophthalmology,Adult,16-64,12-15 Months,53
2/28/2021,1700,Ophthalmology,Child,0-15,18 Months +,3
2/28/2021,1800,Orthopaedics,Adult,16-64,15-18 Months,186
2/28/2021,1800,Orthopaedics,Adult,65+,18 Months +,566
2/28/2021,1800,Orthopaedics,Child,0-15, 6-9 Months,18
2/28/2021,1800,Orthopaedics,Child,0-15, 9-12 Months,20
2/28/2021,1800,Orthopaedics,Child,0-15,12-15 Months,16
2/28/2021,1900,Paediatrics,Adult,16-64, 3-6 Months,2
2/28/2021,1900,Paediatrics,Adult,16-64, 6-9 Months,2
2/28/2021,1900,Paediatrics,Adult,16-64, 9-12 Months,3
2/28/2021,1900,Paediatrics,Child,0-15, 0-3 Months,205
2/28/2021,1900,Paediatrics,Child,0-15,15-18 Months,50
2/28/2021,1900,Paediatrics,Child,0-15,18 Months +,47
2/28/2021,2300,Nephrology,Adult,16-64, 6-9 Months,22
2/28/2021,2300,Nephrology,Adult,16-64, 9-12 Months,6
2/28/2021,2300,Nephrology,Adult,16-64,18 Months +,1
2/28/2021,2300,Nephrology,Adult,65+, 3-6 Months,25
2/28/2021,2300,Nephrology,Adult,65+,12-15 Months,9
2/28/2021,2500,Rheumatology,Adult,65+,15-18 Months,35
2/28/2021,2500,Rheumatology,Adult,65+,18 Months +,86
2/28/2021,2500,Rheumatology,Child,0-15, 0-3 Months,2
2/28/2021,2500,Rheumatology,Child,0-15, 3-6 Months,1
2/28/2021,2500,Rheumatology,Child,0-15, 6-9 Months,1
2/28/2021,2600,General Surgery,Child,0-15, 0-3 Months,28
2/28/2021,2600,General Surgery,Child,0-15, 9-12 Months,5
2/28/2021,2600,General Surgery,Child,0-15,18 Months +,12
2/28/2021,5000,General Medicine,Adult,16-64,15-18 Months,17
2/28/2021,5000,General Medicine,Adult,65+, 0-3 Months,150
2/28/2021,5000,General Medicine,Adult,65+, 6-9 Months,52
2/28/2021,5000,General Medicine,Adult,65+, 9-12 Months,22
2/28/2021,5000,General Medicine,Adult,65+,18 Months +,41
2/28/2021,7800,Urology,Adult,65+,15-18 Months,29
2/28/2021,7800,Urology,Adult,65+,18 Months +,123
2/28/2021,7800,Urology,Child,0-15, 0-3 Months,1
2/28/2021,7800,Urology,Child,0-15, 3-6 Months,1
2/28/2021,8003,Pain Relief,Adult,16-64,18 Months +,120
2/28/2021,8003,Pain Relief,Adult,65+, 0-3 Months,38
2/28/2021,8003,Pain Relief,Adult,65+, 3-6 Months,38
2/28/2021,8003,Pain Relief,Adult,65+, 6-9 Months,14
3/31/2021,100,Cardiology,Adult,16-64,15-18 Months,99
3/31/2021,100,Cardiology,Adult,16-64,18 Months +,169
3/31/2021,100,Cardiology,Adult,65+, 3-6 Months,85
3/31/2021,100,Cardiology,Adult,65+,12-15 Months,45
3/31/2021,100,Cardiology,Child,0-15, 0-3 Months,3
3/31/2021,100,Cardiology,Child,0-15, 6-9 Months,1
3/31/2021,300,Dermatology,Adult,16-64, 9-12 Months,210
3/31/2021,300,Dermatology,Child,0-15, 9-12 Months,32
3/31/2021,300,Dermatology,Child,0-15,18 Months +,43
3/31/2021,400,Endocrinology,Adult,16-64, 9-12 Months,8
3/31/2021,600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,185
3/31/2021,600,Otolaryngology (ENT),Adult,16-64,15-18 Months,119
3/31/2021,600,Otolaryngology (ENT),Adult,65+, 9-12 Months,21
3/31/2021,601,Paediatric ENT,Child,0-15, 0-3 Months,39
3/31/2021,601,Paediatric ENT,Child,0-15, 6-9 Months,32
3/31/2021,601,Paediatric ENT,Child,0-15,15-18 Months,60
3/31/2021,601,Paediatric ENT,Child,0-15,18 Months +,180
3/31/2021,700,Gastro-Enterology,Adult,16-64, 9-12 Months,33
3/31/2021,700,Gastro-Enterology,Adult,65+, 0-3 Months,24
3/31/2021,1100,Haematology,Adult,65+, 0-3 Months,53
3/31/2021,1100,Haematology,Adult,65+, 3-6 Months,16
3/31/2021,1100,Haematology,Adult,65+, 6-9 Months,1
3/31/2021,1503,Gynaecology,Adult,16-64, 0-3 Months,451
3/31/2021,1503,Gynaecology,Adult,16-64, 6-9 Months,257
